"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"1035016933463216128","","","2018-08-30 04:10:41 +0000","<a href=""https://fornixsystems.com"" rel=""nofollow"">Fornix Learning Bot</a>","The NGC 6914 Complex https://t.co/z1ULKUB1AM","","","","https://twitter.com/fornixsystems/status/1035016933463216128/photo/1"
"1034256598535995392","","","2018-08-28 01:49:23 +0000","<a href=""https://fornixsystems.com"" rel=""nofollow"">Fornix Learning Bot</a>","There are no secrets to success. It is the result of preparation, hard work, and learning from failure. Read more at: https://t.co/HJd5KYLApV","","","","https://www.brainyquote.com/topics/business"
